Attendance,AwayCode,AwayScore,AwayTeam,City,Date,Description,HomeCode,HomeScore,HomeTeam,MatchReport,Penalty
28000,MAR,3,Morocco,Guadalajara,11 June 1986,Group matches - Group F,POR,1,Portugal,https://www.fifa.com/worldcup/matches/round=308/match=675/index.html#nosticky,
22700,POL,0,Poland,Monterrey,11 June 1986,Group matches - Group F,ENG,3,England,https://www.fifa.com/worldcup/matches/round=308/match=537/index.html#nosticky,
51000,BRA,3,Brazil,Guadalajara,12 June 1986,Group matches - Group D,NIR,0,Northern Ireland,https://www.fifa.com/worldcup/matches/round=308/match=441/index.html#nosticky,
23980,ESP,3,Spain,Monterrey,12 June 1986,Group matches - Group D,ALG,0,Algeria,https://www.fifa.com/worldcup/matches/round=308/match=378/index.html#nosticky,
20000,URU,0,Uruguay,Nezahualcoyotl,13 June 1986,Group matches - Group E,SCO,0,Scotland,https://www.fifa.com/worldcup/matches/round=308/match=712/index.html#nosticky,
36000,FRG,0,Germany FR,Queretaro,13 June 1986,Group matches - Group E,DEN,2,Denmark,https://www.fifa.com/worldcup/matches/round=308/match=512/index.html#nosticky,
32277,BEL,4,Belgium,Leon,15 June 1986,Round of 16,URS,3,Soviet Union,https://www.fifa.com/worldcup/matches/round=309/match=432/index.html#nosticky,
114580,BUL,0,Bulgaria,Mexico City,15 June 1986,Round of 16,MEX,2,Mexico,https://www.fifa.com/worldcup/matches/round=309/match=463/index.html#nosticky,
26000,URU,0,Uruguay,Puebla,16 June 1986,Round of 16,ARG,1,Argentina,https://www.fifa.com/worldcup/matches/round=309/match=398/index.html#nosticky,
45000,POL,0,Poland,Guadalajara,16 June 1986,Round of 16,BRA,4,Brazil,https://www.fifa.com/worldcup/matches/round=309/match=444/index.html#nosticky,
70000,FRA,2,France,Mexico City,17 June 1986,Round of 16,ITA,0,Italy,https://www.fifa.com/worldcup/matches/round=309/match=568/index.html#nosticky,
19800,FRG,1,Germany FR,Monterrey,17 June 1986,Round of 16,MAR,0,Morocco,https://www.fifa.com/worldcup/matches/round=309/match=574/index.html#nosticky,
98728,PAR,0,Paraguay,Mexico City,18 June 1986,Round of 16,ENG,3,England,https://www.fifa.com/worldcup/matches/round=309/match=536/index.html#nosticky,
38500,ESP,5,Spain,Queretaro,18 June 1986,Round of 16,DEN,1,Denmark,https://www.fifa.com/worldcup/matches/round=309/match=511/index.html#nosticky,
65000,FRA,1( 4),France,Guadalajara,21 June 1986,Quarter-finals,BRA,1(3 ),Brazil,https://www.fifa.com/worldcup/matches/round=714/match=440/index.html#nosticky,3 - 4
41700,MEX,0( 1),Mexico,Monterrey,21 June 1986,Quarter-finals,FRG,0(4 ),Germany FR,https://www.fifa.com/worldcup/matches/round=714/match=575/index.html#nosticky,4 - 1
45000,BEL,1( 5),Belgium,Puebla,22 June 1986,Quarter-finals,ESP,1(4 ),Spain,https://www.fifa.com/worldcup/matches/round=714/match=421/index.html#nosticky,4 - 5
114580,ENG,1,England,Mexico City,22 June 1986,Quarter-finals,ARG,2,Argentina,https://www.fifa.com/worldcup/matches/round=714/match=392/index.html#nosticky,
45000,FRG,2,Germany FR,Guadalajara,25 June 1986,Semi-finals,FRA,0,France,https://www.fifa.com/worldcup/matches/round=3469/match=564/index.html#nosticky,
114500,BEL,0,Belgium,Mexico City,25 June 1986,Semi-finals,ARG,2,Argentina,https://www.fifa.com/worldcup/matches/round=3469/match=388/index.html#nosticky,
21000,BEL,2,Belgium,Puebla,28 June 1986,Match for third place,FRA,4,France,https://www.fifa.com/worldcup/matches/round=3468/match=422/index.html#nosticky,
114600,FRG,2,Germany FR,Mexico City,29 June 1986,Final,ARG,3,Argentina,https://www.fifa.com/worldcup/matches/round=3467/match=393/index.html#nosticky,
